Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,3,0.61,0.01,0.331488861665586
75% Corpus,3,0.61,0.31,0.3362089871562468
75% Corpus,3,0.61,0.61,0.31575393717081734
75% Corpus,3,0.61,0.9099999999999999,0.33465956901000093
75% Corpus,3,0.61,symmetric,0.34973779387607234
75% Corpus,3,0.9099999999999999,0.01,0.31903278557487763
75% Corpus,3,0.9099999999999999,0.31,0.303015891727859
75% Corpus,3,0.9099999999999999,0.61,0.29760776445370124
75% Corpus,3,0.9099999999999999,0.9099999999999999,0.33730041469791106
75% Corpus,3,0.9099999999999999,symmetric,0.3083207581520954
75% Corpus,3,symmetric,0.01,0.3458004105991353
75% Corpus,3,symmetric,0.31,0.37429015401651716
75% Corpus,3,symmetric,0.61,0.33470679949113064
75% Corpus,3,symmetric,0.9099999999999999,0.3573413571546708
75% Corpus,3,symmetric,symmetric,0.3107992282817493
75% Corpus,3,asymmetric,0.01,0.335229830986903
75% Corpus,3,asymmetric,0.31,0.3648147759004323
75% Corpus,3,asymmetric,0.61,0.3515946848726516
75% Corpus,3,asymmetric,0.9099999999999999,0.3414821011893355
75% Corpus,3,asymmetric,symmetric,0.3673261116829456
75% Corpus,4,0.01,0.01,0.32147426005031304
75% Corpus,4,0.01,0.31,0.3377474236309961
75% Corpus,4,0.01,0.61,0.3353098006715569
75% Corpus,4,0.01,0.9099999999999999,0.3475301671462634
75% Corpus,4,0.01,symmetric,0.3250236709250697
75% Corpus,4,0.31,0.01,0.3244705016028814
75% Corpus,4,0.31,0.31,0.37623255367945907
75% Corpus,4,0.31,0.61,0.36401411060001154
75% Corpus,4,0.31,0.9099999999999999,0.3730195759327464
75% Corpus,4,0.31,symmetric,0.3587216748062027
75% Corpus,4,0.61,0.01,0.3656827855280015
75% Corpus,4,0.61,0.31,0.32279987522009934
75% Corpus,4,0.61,0.61,0.3443750898996635
75% Corpus,4,0.61,0.9099999999999999,0.36421562617938213
75% Corpus,4,0.61,symmetric,0.3386228473007963
75% Corpus,4,0.9099999999999999,0.01,0.4076843744038147
75% Corpus,4,0.9099999999999999,0.31,0.35441673604296986
75% Corpus,4,0.9099999999999999,0.61,0.3869224926671284
75% Corpus,4,0.9099999999999999,0.9099999999999999,0.4059240770366675
75% Corpus,4,0.9099999999999999,symmetric,0.325752340596783
75% Corpus,4,symmetric,0.01,0.31595612721347627
75% Corpus,4,symmetric,0.31,0.3520674603402303
75% Corpus,4,symmetric,0.61,0.35374020731019207
75% Corpus,4,symmetric,0.9099999999999999,0.3905246768410018
75% Corpus,4,symmetric,symmetric,0.3337637896121409
75% Corpus,4,asymmetric,0.01,0.3535195675637618
75% Corpus,4,asymmetric,0.31,0.3628418908364665
75% Corpus,4,asymmetric,0.61,0.369076918004278
75% Corpus,4,asymmetric,0.9099999999999999,0.43998373322803475
75% Corpus,4,asymmetric,symmetric,0.36706554007512743
75% Corpus,5,0.01,0.01,0.3042165516862612
75% Corpus,5,0.01,0.31,0.294590068908379
75% Corpus,5,0.01,0.61,0.3707388013625993
75% Corpus,5,0.01,0.9099999999999999,0.38085041980467854
75% Corpus,5,0.01,symmetric,0.32098826846366946
75% Corpus,5,0.31,0.01,0.3643610709171957
75% Corpus,5,0.31,0.31,0.33947491701888743
75% Corpus,5,0.31,0.61,0.3714191482235788
75% Corpus,5,0.31,0.9099999999999999,0.37879319273653883
75% Corpus,5,0.31,symmetric,0.3282504751400879
75% Corpus,5,0.61,0.01,0.39392597632649534
75% Corpus,5,0.61,0.31,0.34766264705889494
75% Corpus,5,0.61,0.61,0.3672431600573049
75% Corpus,5,0.61,0.9099999999999999,0.39497246255540397
75% Corpus,5,0.61,symmetric,0.3184780347768911
75% Corpus,5,0.9099999999999999,0.01,0.38285832849618284
75% Corpus,5,0.9099999999999999,0.31,0.3838177218480593
75% Corpus,5,0.9099999999999999,0.61,0.4546549372513268
75% Corpus,5,0.9099999999999999,0.9099999999999999,0.4147141765197748
75% Corpus,5,0.9099999999999999,symmetric,0.38507986105628444
75% Corpus,5,symmetric,0.01,0.34838899978597276
75% Corpus,5,symmetric,0.31,0.3254509347957865
75% Corpus,5,symmetric,0.61,0.3354245619175502
75% Corpus,5,symmetric,0.9099999999999999,0.35807367927817174
75% Corpus,5,symmetric,symmetric,0.34729913242933
75% Corpus,5,asymmetric,0.01,0.3505535888030173
75% Corpus,5,asymmetric,0.31,0.3475012138745151
75% Corpus,5,asymmetric,0.61,0.3668921938423728
75% Corpus,5,asymmetric,0.9099999999999999,0.4622919851796647
75% Corpus,5,asymmetric,symmetric,0.33497364749292374
75% Corpus,6,0.01,0.01,0.31570274751168753
75% Corpus,6,0.01,0.31,0.3134040306802451
75% Corpus,6,0.01,0.61,0.3443304763458796
75% Corpus,6,0.01,0.9099999999999999,0.3866082383269505
75% Corpus,6,0.01,symmetric,0.31685762117887734
75% Corpus,6,0.31,0.01,0.3762843073115545
75% Corpus,6,0.31,0.31,0.3741634732944746
75% Corpus,6,0.31,0.61,0.3980942498572468
75% Corpus,6,0.31,0.9099999999999999,0.4270163152864499
75% Corpus,6,0.31,symmetric,0.363066450640926
75% Corpus,6,0.61,0.01,0.3931734474956388
75% Corpus,6,0.61,0.31,0.37273048460852354
75% Corpus,6,0.61,0.61,0.3828260864969195
75% Corpus,6,0.61,0.9099999999999999,0.43251685926357336
75% Corpus,6,0.61,symmetric,0.3660203084173907
75% Corpus,6,0.9099999999999999,0.01,0.3950849051937199
75% Corpus,6,0.9099999999999999,0.31,0.39735121545207286
75% Corpus,6,0.9099999999999999,0.61,0.41317306469276577
75% Corpus,6,0.9099999999999999,0.9099999999999999,0.4282482987803156
75% Corpus,6,0.9099999999999999,symmetric,0.379734485747421
75% Corpus,6,symmetric,0.01,0.33905197089939354
75% Corpus,6,symmetric,0.31,0.36019163764600565
75% Corpus,6,symmetric,0.61,0.3701793961667192
75% Corpus,6,symmetric,0.9099999999999999,0.36241336068515984
75% Corpus,6,symmetric,symmetric,0.358284171067925
75% Corpus,6,asymmetric,0.01,0.37397973855223293
75% Corpus,6,asymmetric,0.31,0.369426403255444
75% Corpus,6,asymmetric,0.61,0.4510237984449299
75% Corpus,6,asymmetric,0.9099999999999999,0.4078326709097122
75% Corpus,6,asymmetric,symmetric,0.3909859550596812
75% Corpus,7,0.01,0.01,0.325608576595798
75% Corpus,7,0.01,0.31,0.3218230026366547
75% Corpus,7,0.01,0.61,0.35522606315672023
75% Corpus,7,0.01,0.9099999999999999,0.3633235940918231
75% Corpus,7,0.01,symmetric,0.34023439326790034
75% Corpus,7,0.31,0.01,0.4158833805236019
75% Corpus,7,0.31,0.31,0.40241864558693613
75% Corpus,7,0.31,0.61,0.3985852180381939
75% Corpus,7,0.31,0.9099999999999999,0.42392614919467525
75% Corpus,7,0.31,symmetric,0.38616123623999127
75% Corpus,7,0.61,0.01,0.41719929806955103
75% Corpus,7,0.61,0.31,0.40979798220423075
75% Corpus,7,0.61,0.61,0.40531558126517886
75% Corpus,7,0.61,0.9099999999999999,0.4248556454410073
75% Corpus,7,0.61,symmetric,0.37706382064343913
75% Corpus,7,0.9099999999999999,0.01,0.4348615606450204
75% Corpus,7,0.9099999999999999,0.31,0.42950663292121993
75% Corpus,7,0.9099999999999999,0.61,0.44711599870650615
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.4425729201315445
75% Corpus,7,0.9099999999999999,symmetric,0.4057062159450654
75% Corpus,7,symmetric,0.01,0.36641811009094105
75% Corpus,7,symmetric,0.31,0.363476403727672
75% Corpus,7,symmetric,0.61,0.38824436500325227
75% Corpus,7,symmetric,0.9099999999999999,0.40686601007196116
75% Corpus,7,symmetric,symmetric,0.35552919256443155
75% Corpus,7,asymmetric,0.01,0.3666886829130309
75% Corpus,7,asymmetric,0.31,0.376401483589358
75% Corpus,7,asymmetric,0.61,0.4282320222275743
75% Corpus,7,asymmetric,0.9099999999999999,0.46018683241410224
75% Corpus,7,asymmetric,symmetric,0.34103350408460825
75% Corpus,8,0.01,0.01,0.369461866507807
75% Corpus,8,0.01,0.31,0.32731420107444814
75% Corpus,8,0.01,0.61,0.35587978805300086
75% Corpus,8,0.01,0.9099999999999999,0.41024365636706606
75% Corpus,8,0.01,symmetric,0.3486587531080488
75% Corpus,8,0.31,0.01,0.43015220069227744
75% Corpus,8,0.31,0.31,0.428835291273435
75% Corpus,8,0.31,0.61,0.4433523381759721
75% Corpus,8,0.31,0.9099999999999999,0.40756651543381484
75% Corpus,8,0.31,symmetric,0.4311163007825285
75% Corpus,8,0.61,0.01,0.44948579614405937
75% Corpus,8,0.61,0.31,0.4659177779737005
75% Corpus,8,0.61,0.61,0.44260909901672674
75% Corpus,8,0.61,0.9099999999999999,0.43771325407757794
75% Corpus,8,0.61,symmetric,0.4124461984171449
75% Corpus,8,0.9099999999999999,0.01,0.4541267466829296
75% Corpus,8,0.9099999999999999,0.31,0.4797282553023114
75% Corpus,8,0.9099999999999999,0.61,0.47428486314285345
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.4808258648157423
75% Corpus,8,0.9099999999999999,symmetric,0.4637263381102908
75% Corpus,8,symmetric,0.01,0.38623828254843684
75% Corpus,8,symmetric,0.31,0.36438003569095795
75% Corpus,8,symmetric,0.61,0.3678325254299312
75% Corpus,8,symmetric,0.9099999999999999,0.39820695394037914
75% Corpus,8,symmetric,symmetric,0.33571683790330015
75% Corpus,8,asymmetric,0.01,0.4035638172799856
75% Corpus,8,asymmetric,0.31,0.38806990243688333
75% Corpus,8,asymmetric,0.61,0.4011304740446897
75% Corpus,8,asymmetric,0.9099999999999999,0.4541341160514349
75% Corpus,8,asymmetric,symmetric,0.3745642018601536
75% Corpus,9,0.01,0.01,0.3978265565084472
75% Corpus,9,0.01,0.31,0.3502618477102944
75% Corpus,9,0.01,0.61,0.39025246750370246
75% Corpus,9,0.01,0.9099999999999999,0.4279272771089004
75% Corpus,9,0.01,symmetric,0.3350981122118032
75% Corpus,9,0.31,0.01,0.44538583166271994
75% Corpus,9,0.31,0.31,0.46574437796664536
75% Corpus,9,0.31,0.61,0.47766481004583294
75% Corpus,9,0.31,0.9099999999999999,0.469943495754479
75% Corpus,9,0.31,symmetric,0.41507137009017775
75% Corpus,9,0.61,0.01,0.47289107780526174
75% Corpus,9,0.61,0.31,0.4292042450839305
75% Corpus,9,0.61,0.61,0.4493489817786178
75% Corpus,9,0.61,0.9099999999999999,0.467475802949184
75% Corpus,9,0.61,symmetric,0.43198774624530184
75% Corpus,9,0.9099999999999999,0.01,0.4512918403120654
75% Corpus,9,0.9099999999999999,0.31,0.4520995082519237
75% Corpus,9,0.9099999999999999,0.61,0.42963026448669667
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.4715443981677526
75% Corpus,9,0.9099999999999999,symmetric,0.45464946827262787
75% Corpus,9,symmetric,0.01,0.4197098707090816
75% Corpus,9,symmetric,0.31,0.3989921557129253
75% Corpus,9,symmetric,0.61,0.4166496607401694
75% Corpus,9,symmetric,0.9099999999999999,0.43522577891031744
75% Corpus,9,symmetric,symmetric,0.38847785739024676
75% Corpus,9,asymmetric,0.01,0.4110194240982344
75% Corpus,9,asymmetric,0.31,0.4396154699129602
75% Corpus,9,asymmetric,0.61,0.4076300515875697
75% Corpus,9,asymmetric,0.9099999999999999,0.44561152958228284
75% Corpus,9,asymmetric,symmetric,0.36739400434804254
75% Corpus,10,0.01,0.01,0.40183587224641465
75% Corpus,10,0.01,0.31,0.36852755907301626
75% Corpus,10,0.01,0.61,0.4221513430431273
75% Corpus,10,0.01,0.9099999999999999,0.46521432430338666
75% Corpus,10,0.01,symmetric,0.35405453116185887
75% Corpus,10,0.31,0.01,0.4433840742293441
75% Corpus,10,0.31,0.31,0.4615401969345664
75% Corpus,10,0.31,0.61,0.4466266623760493
75% Corpus,10,0.31,0.9099999999999999,0.4594819937037583
75% Corpus,10,0.31,symmetric,0.4393182562772977
75% Corpus,10,0.61,0.01,0.47543164016384687
75% Corpus,10,0.61,0.31,0.4838201225575923
75% Corpus,10,0.61,0.61,0.4680331281010865
75% Corpus,10,0.61,0.9099999999999999,0.4876890936481876
75% Corpus,10,0.61,symmetric,0.4596388417742466
75% Corpus,10,0.9099999999999999,0.01,0.5011440554754277
75% Corpus,10,0.9099999999999999,0.31,0.45707880397367423
75% Corpus,10,0.9099999999999999,0.61,0.4688753126661995
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.4533129302297052
75% Corpus,10,0.9099999999999999,symmetric,0.46744599283615873
75% Corpus,10,symmetric,0.01,0.4205360113759715
75% Corpus,10,symmetric,0.31,0.39200503558603683
75% Corpus,10,symmetric,0.61,0.46366873624056354
75% Corpus,10,symmetric,0.9099999999999999,0.4629755594204152
75% Corpus,10,symmetric,symmetric,0.3531774947332373
75% Corpus,10,asymmetric,0.01,0.3799337543468706
75% Corpus,10,asymmetric,0.31,0.3880080576681487
75% Corpus,10,asymmetric,0.61,0.42106262360011987
75% Corpus,10,asymmetric,0.9099999999999999,0.45415769901313763
75% Corpus,10,asymmetric,symmetric,0.38182442558199503
100% Corpus,2,0.01,0.01,0.33651831764137474
100% Corpus,2,0.01,0.31,0.3219841030853744
100% Corpus,2,0.01,0.61,0.33847150717630947
100% Corpus,2,0.01,0.9099999999999999,0.3195840037102229
100% Corpus,2,0.01,symmetric,0.29707601805657274
100% Corpus,2,0.31,0.01,0.2853762664894235
100% Corpus,2,0.31,0.31,0.2872027063065038
100% Corpus,2,0.31,0.61,0.2814539992894055
100% Corpus,2,0.31,0.9099999999999999,0.31786092319521475
100% Corpus,2,0.31,symmetric,0.3042059870441255
100% Corpus,2,0.61,0.01,0.28373309789746853
100% Corpus,2,0.61,0.31,0.3196204919300717
100% Corpus,2,0.61,0.61,0.29387427417876977
100% Corpus,2,0.61,0.9099999999999999,0.29387427417876977
100% Corpus,2,0.61,symmetric,0.29387427417876977
100% Corpus,2,0.9099999999999999,0.01,0.2772446620584925
100% Corpus,2,0.9099999999999999,0.31,0.3067430782582994
100% Corpus,2,0.9099999999999999,0.61,0.3184239987833462
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.3580362785439084
100% Corpus,2,0.9099999999999999,symmetric,0.3327498834292659
100% Corpus,2,symmetric,0.01,0.31397271297913976
100% Corpus,2,symmetric,0.31,0.29978777636459397
100% Corpus,2,symmetric,0.61,0.29387427417876977
100% Corpus,2,symmetric,0.9099999999999999,0.32678943969795604
100% Corpus,2,symmetric,symmetric,0.31553312769164454
100% Corpus,2,asymmetric,0.01,0.3721745539295883
100% Corpus,2,asymmetric,0.31,0.38489808772040834
100% Corpus,2,asymmetric,0.61,0.39835855742126314
100% Corpus,2,asymmetric,0.9099999999999999,0.39882842689800924
100% Corpus,2,asymmetric,symmetric,0.34869752216135574
100% Corpus,3,0.01,0.01,0.33619057162529115
100% Corpus,3,0.01,0.31,0.3225807365569173
100% Corpus,3,0.01,0.61,0.32808818423728664
100% Corpus,3,0.01,0.9099999999999999,0.3101507471374097
100% Corpus,3,0.01,symmetric,0.32715509404299126
100% Corpus,3,0.31,0.01,0.29539657199022534
100% Corpus,3,0.31,0.31,0.32572726893356424
100% Corpus,3,0.31,0.61,0.33109617691014953
100% Corpus,3,0.31,0.9099999999999999,0.3211607129914254
100% Corpus,3,0.31,symmetric,0.3028106768797137
100% Corpus,3,0.61,0.01,0.311084078509461
100% Corpus,3,0.61,0.31,0.3104986101610014
100% Corpus,3,0.61,0.61,0.31667863797485357
100% Corpus,3,0.61,0.9099999999999999,0.360168663988289
100% Corpus,3,0.61,symmetric,0.31305027176396044
100% Corpus,3,0.9099999999999999,0.01,0.3111459868502277
100% Corpus,3,0.9099999999999999,0.31,0.3088863807996176
100% Corpus,3,0.9099999999999999,0.61,0.3203903787454531
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.331781161172853
100% Corpus,3,0.9099999999999999,symmetric,0.3041877533559964
100% Corpus,3,symmetric,0.01,0.30433528305698004
100% Corpus,3,symmetric,0.31,0.3087896022063902
100% Corpus,3,symmetric,0.61,0.3192344257307825
100% Corpus,3,symmetric,0.9099999999999999,0.3325132409856084
100% Corpus,3,symmetric,symmetric,0.31228687688789153
100% Corpus,3,asymmetric,0.01,0.3677735572094054
100% Corpus,3,asymmetric,0.31,0.3543876936932076
100% Corpus,3,asymmetric,0.61,0.365633187664305
100% Corpus,3,asymmetric,0.9099999999999999,0.3713289817345216
100% Corpus,3,asymmetric,symmetric,0.34283964151097884
100% Corpus,4,0.01,0.01,0.30842725202375304
100% Corpus,4,0.01,0.31,0.30922092532437484
100% Corpus,4,0.01,0.61,0.37446997418494044
100% Corpus,4,0.01,0.9099999999999999,0.31565663154532214
100% Corpus,4,0.01,symmetric,0.3057516795490049
100% Corpus,4,0.31,0.01,0.3300053720674648
100% Corpus,4,0.31,0.31,0.31385801301768257
100% Corpus,4,0.31,0.61,0.342587522588245
100% Corpus,4,0.31,0.9099999999999999,0.36434475085724527
100% Corpus,4,0.31,symmetric,0.327787647763886
100% Corpus,4,0.61,0.01,0.36216681052615013
100% Corpus,4,0.61,0.31,0.30941648711027936
100% Corpus,4,0.61,0.61,0.3189143902487075
100% Corpus,4,0.61,0.9099999999999999,0.35738656537290064
100% Corpus,4,0.61,symmetric,0.32101837983949644
100% Corpus,4,0.9099999999999999,0.01,0.32970345696597764
100% Corpus,4,0.9099999999999999,0.31,0.36704456634090044
100% Corpus,4,0.9099999999999999,0.61,0.3654085759572244
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.38887482826819386
100% Corpus,4,0.9099999999999999,symmetric,0.35074906954798957
100% Corpus,4,symmetric,0.01,0.2978801609366518
100% Corpus,4,symmetric,0.31,0.30734282518911615
100% Corpus,4,symmetric,0.61,0.34827459940757655
100% Corpus,4,symmetric,0.9099999999999999,0.3220485870678721
100% Corpus,4,symmetric,symmetric,0.32323439319820674
100% Corpus,4,asymmetric,0.01,0.34762604125272845
100% Corpus,4,asymmetric,0.31,0.3599510918283863
100% Corpus,4,asymmetric,0.61,0.3851831119860314
100% Corpus,4,asymmetric,0.9099999999999999,0.351097127709877
100% Corpus,4,asymmetric,symmetric,0.3319991620845998
100% Corpus,5,0.01,0.01,0.33037112776000627
100% Corpus,5,0.01,0.31,0.34996879135580927
100% Corpus,5,0.01,0.61,0.318099206733884
100% Corpus,5,0.01,0.9099999999999999,0.3534634594346636
100% Corpus,5,0.01,symmetric,0.2886663090593547
100% Corpus,5,0.31,0.01,0.34837575888497596
100% Corpus,5,0.31,0.31,0.32816535267265345
100% Corpus,5,0.31,0.61,0.3929582417973859
100% Corpus,5,0.31,0.9099999999999999,0.33907873361268487
100% Corpus,5,0.31,symmetric,0.3167099467698981
100% Corpus,5,0.61,0.01,0.37772564037957507
100% Corpus,5,0.61,0.31,0.3396605325874679
100% Corpus,5,0.61,0.61,0.35994431283127876
100% Corpus,5,0.61,0.9099999999999999,0.3616562640758791
100% Corpus,5,0.61,symmetric,0.3244087083536594
100% Corpus,5,0.9099999999999999,0.01,0.36840676544999357
100% Corpus,5,0.9099999999999999,0.31,0.3704431712064995
100% Corpus,5,0.9099999999999999,0.61,0.38976669770122874
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.4083075680452916
100% Corpus,5,0.9099999999999999,symmetric,0.3445806152036045
100% Corpus,5,symmetric,0.01,0.3336689524943831
100% Corpus,5,symmetric,0.31,0.3227462121758287
100% Corpus,5,symmetric,0.61,0.33187341139560145
100% Corpus,5,symmetric,0.9099999999999999,0.34710584144607315
100% Corpus,5,symmetric,symmetric,0.3195937986390961
100% Corpus,5,asymmetric,0.01,0.36471694879635813
100% Corpus,5,asymmetric,0.31,0.363847519661416
100% Corpus,5,asymmetric,0.61,0.4253305094416742
100% Corpus,5,asymmetric,0.9099999999999999,0.3647254991472171
100% Corpus,5,asymmetric,symmetric,0.37253042628270294
100% Corpus,6,0.01,0.01,0.3145415866293772
100% Corpus,6,0.01,0.31,0.29022365534193223
100% Corpus,6,0.01,0.61,0.30748517523944063
100% Corpus,6,0.01,0.9099999999999999,0.3248179024146544
100% Corpus,6,0.01,symmetric,0.27951532414313524
100% Corpus,6,0.31,0.01,0.36512665262033633
100% Corpus,6,0.31,0.31,0.34803805820155875
100% Corpus,6,0.31,0.61,0.3946122347068743
100% Corpus,6,0.31,0.9099999999999999,0.39307517781753787
100% Corpus,6,0.31,symmetric,0.3494898228397201
100% Corpus,6,0.61,0.01,0.3827997540306227
100% Corpus,6,0.61,0.31,0.3598033301921386
100% Corpus,6,0.61,0.61,0.39866586162000006
100% Corpus,6,0.61,0.9099999999999999,0.41882185540718186
100% Corpus,6,0.61,symmetric,0.3414741324855696
100% Corpus,6,0.9099999999999999,0.01,0.3641377697118419
100% Corpus,6,0.9099999999999999,0.31,0.363690529053996
100% Corpus,6,0.9099999999999999,0.61,0.3902437040134226
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.38486316920092634
100% Corpus,6,0.9099999999999999,symmetric,0.35264190524431527
100% Corpus,6,symmetric,0.01,0.3031067596230544
100% Corpus,6,symmetric,0.31,0.29859873140392107
100% Corpus,6,symmetric,0.61,0.33871155835728045
100% Corpus,6,symmetric,0.9099999999999999,0.333841626477769
100% Corpus,6,symmetric,symmetric,0.31085260583614216
100% Corpus,6,asymmetric,0.01,0.3745511043273179
100% Corpus,6,asymmetric,0.31,0.3594084464985816
100% Corpus,6,asymmetric,0.61,0.44772306545829593
100% Corpus,6,asymmetric,0.9099999999999999,0.4236499374099281
100% Corpus,6,asymmetric,symmetric,0.35170030476533043
100% Corpus,7,0.01,0.01,0.31464715688053463
100% Corpus,7,0.01,0.31,0.2815782581660148
100% Corpus,7,0.01,0.61,0.39195823876783037
100% Corpus,7,0.01,0.9099999999999999,0.355664387759626
100% Corpus,7,0.01,symmetric,0.30737908255361673
100% Corpus,7,0.31,0.01,0.42038410033588697
100% Corpus,7,0.31,0.31,0.3754377907658903
100% Corpus,7,0.31,0.61,0.3799939003976096
100% Corpus,7,0.31,0.9099999999999999,0.3994322704006259
100% Corpus,7,0.31,symmetric,0.3807397373689093
100% Corpus,7,0.61,0.01,0.4055377045992769
100% Corpus,7,0.61,0.31,0.38049566272963364
100% Corpus,7,0.61,0.61,0.3810226678131498
100% Corpus,7,0.61,0.9099999999999999,0.4129660324398142
100% Corpus,7,0.61,symmetric,0.37092372745165597
100% Corpus,7,0.9099999999999999,0.01,0.38991462638027885
100% Corpus,7,0.9099999999999999,0.31,0.4254054862022841
100% Corpus,7,0.9099999999999999,0.61,0.4118609642500868
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.42604935776691805
100% Corpus,7,0.9099999999999999,symmetric,0.38853370800017134
100% Corpus,7,symmetric,0.01,0.35280324415828906
100% Corpus,7,symmetric,0.31,0.37192119948086383
100% Corpus,7,symmetric,0.61,0.360109205492252
100% Corpus,7,symmetric,0.9099999999999999,0.3692271409959656
100% Corpus,7,symmetric,symmetric,0.3770304083933153
100% Corpus,7,asymmetric,0.01,0.34696337029918756
100% Corpus,7,asymmetric,0.31,0.38844105772819243
100% Corpus,7,asymmetric,0.61,0.3754820316023661
100% Corpus,7,asymmetric,0.9099999999999999,0.415573074163174
100% Corpus,7,asymmetric,symmetric,0.3328676778113358
100% Corpus,8,0.01,0.01,0.3519953109651239
100% Corpus,8,0.01,0.31,0.3228789364883662
100% Corpus,8,0.01,0.61,0.3414260632213924
100% Corpus,8,0.01,0.9099999999999999,0.3412009804501184
100% Corpus,8,0.01,symmetric,0.3114404813999211
100% Corpus,8,0.31,0.01,0.4139187209421453
100% Corpus,8,0.31,0.31,0.4246205184555941
100% Corpus,8,0.31,0.61,0.3988950133446466
100% Corpus,8,0.31,0.9099999999999999,0.40348507509816045
100% Corpus,8,0.31,symmetric,0.4066141674933344
100% Corpus,8,0.61,0.01,0.4601007489728552
100% Corpus,8,0.61,0.31,0.44213048212193085
100% Corpus,8,0.61,0.61,0.42300419243419085
100% Corpus,8,0.61,0.9099999999999999,0.4468586323783585
100% Corpus,8,0.61,symmetric,0.45454056629511214
100% Corpus,8,0.9099999999999999,0.01,0.44710458188659513
100% Corpus,8,0.9099999999999999,0.31,0.43431973721336103
100% Corpus,8,0.9099999999999999,0.61,0.4435786481445585
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.4290182555652741
100% Corpus,8,0.9099999999999999,symmetric,0.4567481962362231
100% Corpus,8,symmetric,0.01,0.38847996986417405
100% Corpus,8,symmetric,0.31,0.3601271943161956
100% Corpus,8,symmetric,0.61,0.30802244853377714
100% Corpus,8,symmetric,0.9099999999999999,0.3369573115309262
100% Corpus,8,symmetric,symmetric,0.3230510393248409
100% Corpus,8,asymmetric,0.01,0.3740952664360637
100% Corpus,8,asymmetric,0.31,0.38160977364983856
100% Corpus,8,asymmetric,0.61,0.40327101316203673
100% Corpus,8,asymmetric,0.9099999999999999,0.41266889536701
100% Corpus,8,asymmetric,symmetric,0.3848335320247154
100% Corpus,9,0.01,0.01,0.3788257595264998
100% Corpus,9,0.01,0.31,0.35859554501693525
100% Corpus,9,0.01,0.61,0.3585504474764585
100% Corpus,9,0.01,0.9099999999999999,0.36187599527175995
100% Corpus,9,0.01,symmetric,0.3906540291684646
100% Corpus,9,0.31,0.01,0.42647355946145854
100% Corpus,9,0.31,0.31,0.45207104200009646
100% Corpus,9,0.31,0.61,0.4640530330627511
100% Corpus,9,0.31,0.9099999999999999,0.44365995506587896
100% Corpus,9,0.31,symmetric,0.44577984020430517
