Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.01,symmetric,-14.309289681370078
100% Corpus,9,0.31,0.01,-13.766298129069204
100% Corpus,9,0.31,0.31,-14.353583899605006
100% Corpus,9,0.31,0.61,-14.26656093063197
100% Corpus,9,0.31,0.9099999999999999,-14.340418225287474
100% Corpus,9,0.31,symmetric,-14.485646221089755
100% Corpus,9,0.61,0.01,-13.575675683489495
100% Corpus,9,0.61,0.31,-13.902250261129112
100% Corpus,9,0.61,0.61,-13.571455314109077
100% Corpus,9,0.61,0.9099999999999999,-13.363371618320938
100% Corpus,9,0.61,symmetric,-13.98222933727345
100% Corpus,9,0.9099999999999999,0.01,-12.72522371173784
100% Corpus,9,0.9099999999999999,0.31,-13.323303810103575
100% Corpus,9,0.9099999999999999,0.61,-13.595722023749273
100% Corpus,9,0.9099999999999999,0.9099999999999999,-14.056923348501236
100% Corpus,9,0.9099999999999999,symmetric,-14.387788895595937
100% Corpus,9,symmetric,0.01,-13.769183762237592
100% Corpus,9,symmetric,0.31,-14.209184065024832
100% Corpus,9,symmetric,0.61,-13.315380096219059
100% Corpus,9,symmetric,0.9099999999999999,-13.8362616189738
100% Corpus,9,symmetric,symmetric,-14.234043164953741
100% Corpus,9,asymmetric,0.01,-12.156703649879923
100% Corpus,9,asymmetric,0.31,-14.488450757549629
100% Corpus,9,asymmetric,0.61,-14.40401863054717
100% Corpus,9,asymmetric,0.9099999999999999,-15.378175680687551
100% Corpus,9,asymmetric,symmetric,-13.56177471281921
100% Corpus,10,0.01,0.01,-13.918138610650804
100% Corpus,10,0.01,0.31,-14.561962366530167
100% Corpus,10,0.01,0.61,-14.510838579728404
100% Corpus,10,0.01,0.9099999999999999,-14.558682935307889
100% Corpus,10,0.01,symmetric,-14.546616342715618
100% Corpus,10,0.31,0.01,-13.817922295149131
100% Corpus,10,0.31,0.31,-14.942035570887636
100% Corpus,10,0.31,0.61,-15.288503897328065
100% Corpus,10,0.31,0.9099999999999999,-14.582105430658398
100% Corpus,10,0.31,symmetric,-15.3852828954932
100% Corpus,10,0.61,0.01,-13.666770370756879
100% Corpus,10,0.61,0.31,-14.04518569564101
100% Corpus,10,0.61,0.61,-14.406839637133535
100% Corpus,10,0.61,0.9099999999999999,-14.399528526966757
100% Corpus,10,0.61,symmetric,-14.019742377258728
100% Corpus,10,0.9099999999999999,0.01,-13.661538795636536
100% Corpus,10,0.9099999999999999,0.31,-13.45680358704169
100% Corpus,10,0.9099999999999999,0.61,-14.086790700018096
100% Corpus,10,0.9099999999999999,0.9099999999999999,-13.834580851000045
100% Corpus,10,0.9099999999999999,symmetric,-14.193263203462076
100% Corpus,10,symmetric,0.01,-13.677114554738441
100% Corpus,10,symmetric,0.31,-14.978406775116593
100% Corpus,10,symmetric,0.61,-14.25580311406049
100% Corpus,10,symmetric,0.9099999999999999,-15.007546105443945
100% Corpus,10,symmetric,symmetric,-14.988035415443358
100% Corpus,10,asymmetric,0.01,-13.130215609023363
100% Corpus,10,asymmetric,0.31,-14.886104960887257
100% Corpus,10,asymmetric,0.61,-15.125878708876368
100% Corpus,10,asymmetric,0.9099999999999999,-14.927218797813413
100% Corpus,10,asymmetric,symmetric,-14.805523676240437
