Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,8,asymmetric,0.31,0.48252557259006523
100% Corpus,8,asymmetric,0.61,0.5036967408822803
100% Corpus,8,asymmetric,0.9099999999999999,0.5103227356167445
100% Corpus,8,asymmetric,symmetric,0.5120023481016635
100% Corpus,9,0.01,0.01,0.518636797653709
100% Corpus,9,0.01,0.31,0.5068493916118455
100% Corpus,9,0.01,0.61,0.48640836360057293
100% Corpus,9,0.01,0.9099999999999999,0.4955075762444497
100% Corpus,9,0.01,symmetric,0.5144147007613188
100% Corpus,9,0.31,0.01,0.5253327299211155
100% Corpus,9,0.31,0.31,0.5366768790017348
